Person,2007,2008,2009,2010,2011,2012,2013,2014
62041001,has job,has job,has job,has job,has job,has job,has job,has job
62000032,no job,no job,no job,has job,has job,no job,no job,no job
70141006,has job,has job,has job,has job,has job,has job,has job,6
70141001,no job,no job,no job,no job,no job,no job,no job,6
70141002,has job,has job,has job,has job,has job,has job,has job,6
70200001,has job,has job,has job,has job,has job,has job,has job,6
70300002,has job,has job,has job,has job,has job,has job,has job,6
70331002,has job,has job,has job,has job,has job,has job,has job,6
70300052,has job,no job,has job,has job,has job,has job,has job,has job
70300006,has job,has job,has job,has job,has job,has job,has job,6
70300007,has job,has job,has job,has job,has job,has job,has job,6
70331001,has job,has job,has job,has job,has job,has job,has job,6
70400002,has job,has job,has job,has job,has job,no job,no job,6
70400031,has job,has job,has job,has job,has job,has job,has job,6
72600031,has job,has job,has job,has job,has job,has job,has job,6
70400032,has job,has job,has job,has job,no job,no job,has job,6
70500004,has job,has job,has job,has job,has job,has job,has job,6
70500006,no job,no job,no job,has job,has job,has job,has job,6
70600001,has job,has job,has job,has job,has job,has job,has job,6
70600002,has job,has job,has job,has job,has job,has job,has job,6
70641002,has job,has job,has job,has job,has job,has job,has job,6
70642001,no job,no job,no job,no job,has job,has job,has job,has job
70700002,has job,has job,no job,no job,no job,no job,no job,6
70721001,has job,has job,has job,has job,has job,has job,no job,no job
70721002,no job,no job,no job,no job,no job,no job,no job,no job
70800011,has job,has job,has job,has job,has job,has job,has job,has job
70800003,has job,has job,has job,has job,has job,has job,has job,has job
70800004,has job,has job,has job,has job,has job,has job,has job,has job
70800005,no job,no job,no job,no job,no job,has job,has job,has job
70800012,no job,has job,no job,no job,has job,has job,has job,has job
70900021,has job,has job,has job,has job,has job,has job,has job,6
70900022,has job,has job,has job,has job,has job,has job,has job,6
71000002,has job,has job,has job,has job,has job,has job,has job,6
71100004,has job,has job,has job,has job,has job,has job,has job,6
71100005,has job,has job,has job,has job,has job,has job,has job,6
71300001,has job,has job,has job,has job,has job,has job,has job,6
71300002,has job,has job,has job,has job,has job,has job,has job,6
71300042,has job,has job,has job,has job,has job,has job,has job,has job
71300005,no job,no job,no job,no job,no job,no job,has job,has job
71400001,has job,has job,has job,has job,has job,has job,has job,6
71400002,has job,has job,has job,has job,has job,has job,has job,6
71431003,has job,has job,has job,has job,has job,has job,has job,6
71411002,no job,no job,no job,no job,no job,no job,no job,6
71431008,has job,has job,has job,has job,has job,has job,has job,6
71500002,has job,has job,has job,has job,has job,has job,has job,6
71500003,has job,has job,has job,has job,has job,has job,has job,6
71500004,has job,has job,has job,has job,has job,has job,has job,6
71500051,no job,no job,no job,no job,no job,no job,no job,no job
71500006,no job,no job,no job,no job,no job,no job,no job,6
71600001,has job,has job,has job,has job,has job,has job,has job,6
71600002,has job,has job,has job,has job,has job,has job,has job,6
71631001,has job,no job,no job,no job,no job,has job,has job,has job
71600061,no job,no job,has job,has job,has job,has job,has job,6
71641001,has job,has job,has job,has job,has job,has job,has job,no job
71631007,no job,has job,has job,has job,has job,has job,has job,has job
71600062,has job,has job,has job,has job,has job,has job,has job,6
71800001,has job,has job,has job,has job,has job,has job,has job,6
71800002,has job,has job,has job,has job,has job,has job,has job,6
71800031,has job,has job,has job,has job,has job,has job,has job,6
71800044,has job,has job,has job,has job,has job,has job,has job,6
71800005,has job,has job,has job,has job,has job,has job,has job,6
71800071,no job,no job,no job,no job,has job,has job,has job,6
71841002,no job,no job,no job,no job,no job,no job,no job,no job
71841001,has job,has job,has job,has job,has job,has job,has job,has job
71800032,no job,no job,no job,has job,has job,has job,has job,6
71800043,has job,has job,has job,has job,has job,has job,has job,6
72000001,has job,has job,has job,has job,has job,has job,has job,6
72000002,has job,has job,has job,has job,has job,has job,has job,6
72000003,no job,no job,no job,no job,no job,has job,has job,6
71200004,has job,has job,no job,no job,has job,has job,has job,6
71200005,no job,no job,no job,no job,no job,has job,has job,6
72200001,has job,has job,has job,has job,has job,has job,has job,6
72200002,has job,has job,has job,has job,has job,has job,has job,6
72331001,has job,has job,has job,has job,has job,has job,has job,6
72300004,has job,has job,has job,has job,has job,has job,has job,6
72300062,has job,has job,has job,has job,has job,has job,has job,6
723000010,has job,no job,no job,no job,no job,has job,has job,6
72331002,has job,has job,has job,has job,has job,has job,has job,6
72300061,has job,has job,has job,has job,has job,has job,has job,6
72400002,has job,has job,has job,has job,has job,has job,has job,6
72400031,has job,has job,has job,has job,has job,has job,has job,6
72400004,has job,has job,has job,has job,has job,has job,has job,6
72400032,has job,has job,has job,has job,has job,has job,has job,6
72541001,has job,has job,has job,has job,has job,has job,has job,6
72500004,no job,no job,no job,no job,no job,no job,has job,6
72500005,has job,no job,no job,has job,has job,has job,has job,6
72541005,no job,no job,no job,has job,has job,has job,has job,6
72541002,no job,no job,no job,no job,no job,no job,no job,6
72541003,no job,no job,no job,no job,no job,no job,has job,6
72600001,has job,has job,has job,has job,has job,has job,has job,6
72600002,has job,has job,has job,has job,has job,has job,has job,6
72600032,has job,has job,has job,has job,has job,has job,has job,6
72600041,has job,has job,has job,has job,has job,has job,has job,6
72641001,no job,no job,no job,no job,has job,has job,has job,has job
72800002,has job,has job,has job,has job,has job,has job,has job,6
72800052,has job,has job,has job,has job,has job,has job,has job,6
72800051,has job,has job,has job,has job,has job,has job,has job,6
72900001,has job,has job,has job,has job,has job,has job,has job,6
72900002,has job,has job,has job,has job,has job,has job,has job,6
80100001,has job,has job,has job,has job,has job,has job,has job,has job
80100002,has job,has job,has job,has job,has job,has job,has job,has job
80141001,no job,no job,no job,no job,has job,has job,has job,has job
80100052,no job,no job,no job,has job,has job,has job,no job,has job
80100006,has job,has job,has job,has job,has job,has job,has job,has job
80141002,has job,no job,no job,no job,no job,has job,has job,has job
80142002,has job,no job,has job,has job,has job,has job,has job,has job
80100051,no job,has job,has job,has job,has job,has job,has job,has job
80200001,has job,has job,has job,has job,has job,has job,has job,has job
80200002,has job,has job,has job,has job,has job,has job,has job,has job
80241002,no job,no job,no job,no job,has job,has job,has job,has job
80200008,has job,has job,has job,has job,has job,has job,has job,has job
80242001,has job,has job,has job,has job,has job,has job,has job,has job
80300001,has job,has job,has job,has job,has job,has job,has job,has job
80300002,has job,has job,has job,has job,has job,has job,has job,has job
80300004,no job,no job,no job,no job,has job,has job,has job,has job
80300006,no job,no job,no job,has job,has job,has job,has job,has job
80300007,no job,has job,no job,no job,no job,no job,no job,has job
80331002,has job,no job,no job,no job,no job,has job,has job,6
80331003,has job,has job,has job,has job,has job,has job,no job,6
80331004,no job,no job,no job,no job,no job,has job,has job,6
80400001,has job,has job,has job,has job,has job,has job,has job,has job
80400002,no job,no job,no job,no job,has job,has job,has job,has job
80400031,has job,has job,has job,has job,has job,has job,has job,has job
80431001,has job,has job,has job,has job,has job,has job,has job,has job
80441001,has job,has job,has job,has job,has job,has job,has job,has job
80400032,no job,no job,no job,no job,no job,no job,no job,has job
80431002,has job,has job,has job,has job,has job,has job,has job,has job
80500001,has job,has job,has job,has job,has job,has job,has job,has job
80500002,has job,has job,has job,has job,has job,has job,has job,has job
80500003,has job,has job,has job,has job,has job,has job,has job,has job
80500007,no job,no job,no job,no job,has job,has job,has job,has job
80600002,no job,no job,no job,no job,has job,no job,no job,no job
80600003,has job,has job,has job,has job,has job,has job,has job,has job
80700001,has job,has job,has job,has job,has job,has job,has job,has job
80741001,has job,has job,has job,has job,has job,has job,has job,has job
80742002,no job,no job,has job,has job,has job,no job,no job,no job
80742001,has job,has job,has job,has job,has job,has job,has job,has job
80800001,has job,has job,has job,has job,has job,has job,has job,has job
80800002,has job,has job,has job,has job,has job,has job,has job,has job
80831002,has job,has job,has job,has job,has job,has job,has job,has job
80800051,has job,has job,has job,has job,has job,has job,has job,has job
80800006,no job,no job,has job,no job,no job,no job,has job,has job
80800007,no job,no job,no job,no job,no job,has job,no job,no job
80831001,has job,has job,has job,has job,has job,has job,has job,has job
80841001,has job,has job,has job,has job,has job,has job,has job,has job
80800052,has job,has job,has job,has job,has job,has job,has job,has job
80900002,has job,has job,has job,has job,has job,has job,has job,has job
80941001,has job,has job,has job,has job,has job,has job,has job,has job
80942001,has job,has job,has job,has job,has job,has job,has job,has job
80900071,has job,has job,has job,has job,has job,has job,has job,has job
80900082,no job,no job,no job,no job,no job,no job,no job,has job
80941002,no job,has job,has job,has job,has job,has job,has job,has job
80942002,no job,no job,no job,no job,no job,no job,no job,has job
80900081,has job,has job,has job,has job,has job,has job,has job,has job
