hhid_pid,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
003260006-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51 - 71 - 21 - 62,51 - 71 - 21 - 62,50 - 1 - 14 - 62,50 - 1 - 14 - 62,50 - 1 - 14 - 62
003260008-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 1 - 32 - 62
003270000-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 15 - 62,101 - 3 - 12 - 62,101 - 3 - 12 - 62,101 - 3 - 12 - 62
003270000-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101 - 3 - 12 - 62
003280000-1,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62
003280000-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62,50 - 21 - 12 - 62
003290000-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 77 - 12 - 62,20 - 77 - 12 - 62,20 - 77 - 12 - 62,50 - 77 - 12 - 62
003294100-6,NA,NA,NA,NA,NA,NA,40 - 77 - 12 - 62,40 - 77 - 12 - 62,40 - 77 - 12 - 62,80 - 71 - 21 - 62,80 - 71 - 21 - 62,41 - 71 - 21 - 62,41 - 71 - 21 - 62,41 - 71 - 21 - 62,41 - 71 - 21 - 62
003294100-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41 - 71 - 21 - 62
004010003-1,NA,NA,NA,NA,31 - 6 - 12 - 62,31 - 6 - 12 - 62,31 - 6 - 12 - 62,60 - 75 - 12 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62,20 - 76 - 32 - 62,20 - 76 - 32 - 62
004010005-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50 - 76 - 32 - 62,40 - 76 - 32 - 62
004020000-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 6 - 18 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004020007-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 6 - 12 - 62,30 - 6 - 12 - 62,41 - 75 - 32 - 62,41 - 75 - 32 - 62
004020008-1,NA,NA,40 - 71 - 18 - 62,40 - 71 - 18 - 62,40 - 71 - 18 - 62,40 - 71 - 18 - 62,40 - 71 - 18 - 62,40 - 71 - 18 - 62,40 - 71 - 18 - 62,40 - 71 - 18 - 62,40 - 6 - 12 - 62,40 - 6 - 12 - 62,40 - 6 - 12 - 62,40 - 6 - 12 - 62,40 - 6 - 12 - 62
004020008-2,NA,NA,NA,NA,180 - 5 - 12 - 62,180 - 5 - 12 - 62,180 - 5 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62,40 - 6 - 12 - 62,40 - 6 - 12 - 62,40 - 6 - 12 - 62
004024100-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004024100-4,NA,160 - 9 - 12 - 62,160 - 9 - 12 - 62,160 - 9 - 12 - 62,51 - 71 - 21 - 62,51 - 71 - 21 - 62,51 - 71 - 21 - 62,51 - 71 - 21 - 62,51 - 71 - 21 - 62,51 - 71 - 21 - 62,51 - 71 - 21 - 62,51 - 71 - 21 - 62,51 - 71 - 21 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004030000-9,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004030001-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004030011-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 6 - 12 - 62
004032100-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 8 - 14 - 62,12 - 5 - 14 - 62,12 - 5 - 14 - 62,12 - 5 - 14 - 62,12 - 5 - 14 - 62
004040000-3,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62,71 - 6 - 12 - 62
004040000-11,NA,NA,NA,NA,NA,60 - 71 - 21 - 62,60 - 71 - 21 - 62,60 - 71 - 21 - 62,60 - 71 - 21 - 62,71 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62,71 - 6 - 12 - 62
004040006-2,170 - 8 - 12 - 62,170 - 8 - 12 - 62,170 - 8 - 12 - 62,170 - 8 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004050004-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 6 - 12 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62
004050006-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110 - 75 - 12 - 62
004060003-2,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004060004-1,998 - 75 - 12 - 62,998 - 75 - 12 - 62,998 - 75 - 12 - 62,998 - 75 - 12 - 62,998 - 75 - 12 - 62,998 - 75 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004060004-2,81 - 71 - 21 - 62,81 - 71 - 21 - 62,81 - 71 - 21 - 62,81 - 71 - 21 - 62,81 - 71 - 21 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004060005-1,NA,200 - 12 - 12 - 62,200 - 12 - 12 - 62,200 - 12 - 12 - 62,80 - 75 - 12 - 62,80 - 75 - 12 - 62,80 - 75 - 12 - 62,80 - 75 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62
004060005-2,60 - 75 - 12 - 62,60 - 75 - 12 - 62,60 - 75 - 12 - 62,50 - 71 - 31 - 62,70 - 6 - 12 - 62,70 - 6 - 12 - 62,70 - 6 - 12 - 62,70 - 6 - 12 - 62,70 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62
004070000-7,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,80 - 6 - 12 - 62,80 - 6 - 12 - 62,80 - 6 - 12 - 62,80 - 6 - 12 - 62,71 - 6 - 12 - 62
004070000-12,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004073100-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 71 - 14 - 62,998 - 71 - 14 - 62,998 - 71 - 14 - 62,71 - 6 - 12 - 62
004074300-2,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,31 - 6 - 12 - 62,31 - 6 - 12 - 62,31 - 6 - 12 - 62,31 - 6 - 12 - 62,31 - 6 - 12 - 62
004100000-9,NA,NA,NA,NA,NA,NA,NA,30 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004100006-2,NA,NA,NA,NA,NA,NA,NA,998 - 71 - 18 - 62,998 - 5 - 12 - 62,998 - 5 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004100008-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 75 - 12 - 62,20 - 75 - 12 - 62,20 - 75 - 12 - 62,20 - 75 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004100008-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004102100-1,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004102104-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 6 - 12 - 62,30 - 6 - 12 - 62
004111100-1,NA,NA,NA,NA,NA,NA,NA,NA,30 - 75 - 12 - 62,20 - 71 - 14 - 62,20 - 71 - 14 - 62,20 - 71 - 14 - 62,20 - 71 - 14 - 62,20 - 71 - 14 - 62,20 - 71 - 14 - 62
004111100-3,NA,NA,NA,NA,NA,NA,NA,NA,30 - 75 - 12 - 62,30 - 75 - 12 - 62,30 - 75 - 12 - 62,20 - 71 - 14 - 62,20 - 71 - 14 - 62,20 - 71 - 14 - 62,20 - 71 - 14 - 62
004130006-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62
004132100-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 6 - 12 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004140005-1,NA,NA,NA,NA,81 - 71 - 21 - 62,81 - 71 - 21 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004140006-1,NA,NA,998 - 7 - 12 - 62,998 - 7 - 12 - 62,998 - 7 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004140007-1,NA,NA,NA,NA,NA,70 - 23 - 12 - 62,70 - 23 - 12 - 62,70 - 23 - 12 - 62,998 - 75 - 12 - 62,998 - 75 - 12 - 62,998 - 75 - 12 - 62,998 - 75 - 12 - 62,998 - 75 - 12 - 62,998 - 75 - 12 - 62,70 - 23 - 12 - 62
004150007-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 6 - 12 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62
004160003-1,NA,NA,NA,NA,NA,NA,NA,NA,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62
004160004-1,NA,NA,NA,NA,NA,NA,NA,NA,60 - 75 - 12 - 62,60 - 75 - 12 - 62,60 - 75 - 12 - 62,60 - 75 - 12 - 62,60 - 75 - 12 - 62,60 - 75 - 12 - 62,60 - 75 - 12 - 62
004160005-1,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,90 - 75 - 12 - 62
004170000-4,NA,NA,NA,NA,NA,NA,NA,NA,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62
004170000-5,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62,31 - 76 - 32 - 62
004194100-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 - 5 - 14 - 62,10 - 5 - 14 - 62
004194100-2,NA,NA,NA,NA,NA,NA,NA,998 - 71 - 31 - 62,61 - 71 - 21 - 62,61 - 71 - 21 - 62,61 - 71 - 21 - 62,61 - 71 - 21 - 62,61 - 71 - 21 - 62,10 - 5 - 14 - 62,10 - 5 - 14 - 62
004194100-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 - 5 - 14 - 62
004204100-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62
004204100-3,NA,NA,NA,NA,NA,NA,NA,NA,30 - 6 - 12 - 62,30 - 6 - 12 - 62,30 - 6 - 12 - 62,71 - 6 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62,100 - 75 - 12 - 62
004220000-1,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004220003-1,71 - 6 - 12 - 62,71 - 6 - 12 - 62,12 - 5 - 14 - 62,12 - 5 - 14 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004220003-2,60 - 3 - 36 - 62,60 - 3 - 36 - 62,60 - 3 - 36 - 62,60 - 3 - 36 - 62,70 - 6 - 12 - 62,70 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004224200-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62,73 - 6 - 12 - 62
004232100-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,41 - 71 - 36 - 62,41 - 71 - 36 - 62,41 - 71 - 36 - 62
004232100-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,41 - 71 - 36 - 62,41 - 71 - 36 - 62,41 - 71 - 36 - 62
004240000-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 1 - 21 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004260000-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004274100-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004274100-2,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 14 - 62,998 - 98 - 14 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004274100-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004274100-5,NA,NA,NA,NA,NA,NA,NA,998 - 71 - 14 - 62,998 - 71 - 14 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004280007-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 6 - 12 - 62
004290000-2,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
004290005-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 13 - 12 - 62,110 - 75 - 12 - 62,71 - 6 - 12 - 62,71 - 6 - 12 - 62
005010000-4,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62
005010000-5,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62
005034100-1,998 - 98 - 14 - 62,22 - 7 - 14 - 62,22 - 7 - 14 - 62,22 - 7 - 14 - 62,998 - 71 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62
005040000-9,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62
005044200-1,NA,NA,NA,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62
005050000-2,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62
005060003-2,NA,NA,NA,NA,NA,NA,NA,NA,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62
005064100-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 8 - 14 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62
005064100-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 8 - 14 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62
005090000-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 - 8 - 14 - 62,11 - 8 - 14 - 62,51 - 7 - 14 - 62
005090005-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62
005090010-1,NA,998 - 8 - 12 - 62,998 - 8 - 12 - 62,998 - 8 - 12 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,21 - 71 - 14 - 62,21 - 71 - 14 - 62,21 - 71 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62,51 - 7 - 14 - 62
005100000-5,NA,NA,NA,NA,NA,NA,998 - 72 - 31 - 62,998 - 72 - 31 - 62,998 - 72 - 31 - 62,998 - 72 - 31 - 62,998 - 72 - 31 - 62,998 - 72 - 31 - 62,998 - 72 - 31 - 62,998 - 72 - 31 - 62,998 - 72 - 31 - 62
005104100-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160 - 75 - 12 - 62,50 - 7 - 12 - 62
005110000-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
005110000-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62
005111100-1,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62
005111100-2,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62,30 - 22 - 12 - 62
005130000-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62
005130008-1,NA,NA,NA,NA,NA,NA,NA,NA,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62
005134100-6,NA,NA,998 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,20 - 75 - 12 - 62,20 - 75 - 12 - 62,20 - 75 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62
005140007-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62,50 - 7 - 12 - 62
005144100-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62
005144100-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62
005164100-1,10 - 22 - 12 - 62,10 - 22 - 12 - 62,10 - 22 - 12 - 62,10 - 22 - 12 - 62,10 - 22 - 12 - 62,10 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62
005164100-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62,20 - 22 - 12 - 62
