2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,hhid_pid
,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1681000031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1681000032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1681211007
,NA,NA,NA,NA,62,33,33,33,33,33,33,33,33,33,1681300006
90 - 22 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1681400001
90 - 22 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1681400002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1681600032
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1681800031
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1681831001
90 - 7 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1681831004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,33,33,1681900007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,33,33,33,16819000012
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1681900061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1681900062
,NA,NA,NA,NA,NA,NA,NA,32,32,32,32,32,32,32,1682000091
,NA,NA,NA,NA,NA,NA,NA,NA,63,63,63,63,63,63,1682200051
,NA,NA,NA,NA,NA,NA,NA,34,33,33,33,33,33,33,1682300003
,NA,NA,NA,NA,32,32,32,32,32,32,33,31,31,33,1682300004
,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,32,33,33,1682400002
40 - 71 - 31 - 62,31,31,33,33,33,33,33,33,33,33,52,33,33,33,1682400031
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1682400032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,33,1682600006
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1682600031
,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,31,1682600051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1682600071
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,1682641001
,NA,NA,NA,NA,NA,NA,NA,31,32,32,32,32,32,34,1682741001
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1682800004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1682800009
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,35,33,33,1682811002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1682811041
90 - 7 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1682900032
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1690100007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,61,1690300031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,61,1690300032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1690400031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1690400071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,62,1690500032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1690741001
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1690800005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1690800061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1690900009
,NA,31,31,31,31,32,32,32,31,31,31,31,31,31,1690900061
,NA,NA,NA,NA,31,31,31,31,31,31,31,31,31,31,1690900062
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,1690941001
,NA,NA,NA,NA,NA,NA,31,31,31,31,33,33,33,33,1690941003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,33,33,33,1691000003
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1691100003
100 - 7 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1691231001
100 - 7 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1691231004
120 - 7 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,16913000011
,NA,NA,NA,NA,33,33,33,33,33,33,33,33,33,33,16913000012
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1691300041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1691400008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,1691500061
,NA,NA,NA,NA,NA,NA,NA,NA,34,34,34,34,34,34,1691511004
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,31,31,31,1691541001
,NA,NA,NA,NA,33,33,33,33,33,33,33,31,31,31,1691541002
,NA,NA,NA,NA,NA,NA,33,35,33,33,33,33,33,33,1691700004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,33,1691742002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1691831001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,33,33,1691840003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1691840006
,NA,NA,NA,NA,NA,NA,31,36,31,32,33,33,33,33,1691900052
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,1691941001
,NA,NA,NA,NA,NA,NA,32,33,33,33,33,33,33,33,1692000053
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1692031001
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1692031002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1692100061
10 - 73 - 31 - 62,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1692141001
120 - 7 - 33 - 62,33,33,33,33,33,33,31,31,31,31,31,31,33,33,1692300005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,33,33,33,33,1692400003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1692400004
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1692400005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1692500002
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1692542001
,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,33,1692542003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1692700002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,31,1692700061
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1692900003
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1692900008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1692942001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1693011041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1700141001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700141021
,NA,NA,NA,33,33,33,33,33,33,33,33,33,33,33,1700400006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1700441001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1700441002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1700711007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1700721002
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,1700800061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1700811005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,33,33,1701242002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,34,34,34,1701400006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1701500041
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,34,34,1701800071
20 - 71 - 31 - 62,31,31,31,31,31,31,31,31,31,31,31,31,31,33,1710100008
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1710100041
,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,31,1710100064
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,33,33,1710200006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,33,33,33,1710300005
90 - 13 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1710400031
90 - 13 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1710400032
30 - 14 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1710500003
,NA,33,33,33,33,33,33,33,33,33,33,33,33,33,1710500004
,NA,NA,NA,NA,98,98,98,33,33,33,33,33,33,33,1710800007
100 - 13 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1710800031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1711000005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1711511031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1711600052
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1711900009
120 - 10 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1711900061
,NA,NA,NA,NA,NA,NA,31,31,31,31,31,31,31,32,1711941001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1711941002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1711941003
100 - 13 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1712000009
,NA,NA,35,35,35,35,35,35,35,33,33,33,33,33,1712000074
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1712100031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1712100041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1712100042
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1712100061
,NA,33,33,33,33,32,33,33,33,33,33,33,33,33,1712100071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1712100072
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1712300032
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1712341001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,34,1712400051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1712500031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1712700005
40 - 75 - 32 - 62,32,32,32,32,32,32,32,32,32,32,32,32,32,33,1712700007
,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,32,32,1712800003
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1713000002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1720200002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1720200051
,35,35,35,15,32,64,64,64,64,64,64,98,81,98,1720400041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,33,33,33,1720400042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1720500031
,NA,NA,NA,NA,NA,NA,74,74,74,74,64,64,33,33,1720700005
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1720700041
,NA,NA,NA,NA,NA,NA,32,33,33,33,33,33,33,33,1721200005
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1721500011
100 - 16 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1721600002
998 - 78 - 35 - 62,35,33,33,33,33,33,35,35,35,35,35,35,33,33,1721600004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1721700003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1721700005
,NA,NA,NA,NA,NA,NA,33,33,33,35,35,35,35,35,1721700041
,NA,NA,NA,NA,33,33,33,33,33,33,33,35,35,35,1721700042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1721841002
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1721900121
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1721911004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1721911005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1721911007
,NA,NA,33,33,33,33,33,33,33,33,33,33,33,33,1721931003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1721941001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1721941002
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1722000003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,33,33,33,33,1722000004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,33,33,33,33,1722000008
,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1722000009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1730300071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1730331031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1730441001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,33,1730500003
,NA,NA,NA,NA,NA,NA,NA,NA,31,33,33,33,33,33,1730600004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,1730600031
,NA,32,32,32,32,32,32,32,32,32,32,31,31,31,1730600032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1730600051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1730800041
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,31,31,1731100031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1731100051
70 - 16 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1731400007
70 - 16 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1731400008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1731431032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1731441001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1731441002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1731841001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,1731842001
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1731930001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1732000051
,NA,NA,NA,NA,33,33,33,33,33,33,33,33,33,33,1732000052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1732000071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,1732100071
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1732131001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1732300005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1732800031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1732800032
70 - 16 - 33 - 62,33,33,33,33,33,33,53,33,33,33,33,33,33,33,1732900031
20 - 71 - 32 - 62,32,32,32,32,32,32,32,32,32,32,32,33,33,33,1732900032
,NA,NA,NA,NA,NA,NA,NA,NA,32,32,32,33,33,33,1732900033
,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,33,1740300009
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1740441001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,1740541001
10 - 71 - 31 - 62,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1740541003
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1740600001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1740600005
,NA,NA,NA,NA,33,33,33,33,33,33,33,33,33,33,17406000011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1740600048
170 - 18 - 33 - 62,33,33,34,34,34,34,34,33,33,33,33,33,33,33,1741200004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,33,35,35,33,1741300003
50 - 17 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1741600001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1741600033
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1741600043
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,17417000018
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1741800032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1741800041
70 - 20 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1741900004
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,17420110012
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1750311004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1750500042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1750700032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1750800041
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1751143001
,NA,NA,NA,NA,33,33,33,33,33,33,33,33,33,33,1751143002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1751200041
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1751500041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1751711032
,NA,NA,NA,NA,NA,17,17,17,33,33,33,33,33,33,1751900008
70 - 18 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1752100004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1752411031
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1752500008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1752900006
50 - 17 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,17601000012
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1760100041
,NA,NA,NA,NA,33,33,33,64,64,33,33,33,33,33,1760100061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760100071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1760100081
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1760100091
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1760200051
,NA,NA,NA,NA,NA,NA,NA,31,31,31,33,33,33,33,1760300007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1760500003
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1760500004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1760500051
,16,33,62,62,62,62,33,33,33,33,33,33,15,33,1760600001
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1760600042
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1761000003
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1761000007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,1761100081
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1761100091
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1761111041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,33,1761131001
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1761200002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1761200004
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1761400007
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1761400008
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1761400009
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1761400031
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1761400051
21 - 20 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1761400052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1761400053
70 - 74 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1761431001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1761500006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,33,1761511001
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1761600061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1761700003
21 - 20 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1761711002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1761841001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1761841002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,1761900141
,NA,NA,NA,NA,NA,NA,34,33,33,33,33,33,33,33,1770200032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1770200071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,33,1770231002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1770300006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1770300008
,NA,NA,NA,NA,NA,NA,NA,NA,12,33,33,33,33,33,1770400003
,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,1770400041
,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,1770400042
50 - 8 - 12 - 62,12,13,13,13,13,13,13,13,13,13,13,33,33,33,1770500031
998 - 73 - 31 - 62,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1770600035
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,33,33,1770622003
,NA,NA,NA,NA,NA,NA,NA,33,12,12,12,12,12,33,1770622007
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,1770641001
,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,12,1770641002
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1770700004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1770800031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1770900041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1770931006
60 - 72 - 31 - 62,31,31,31,31,31,31,31,31,31,31,31,33,33,33,1771000006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1771041001
,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,33,1771041004
,NA,NA,NA,NA,NA,NA,NA,13,31,31,31,31,31,33,1771042001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1771100003
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1771100005
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,16,1771241001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,16,16,1771241002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,1771241004
,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,1771300003
,NA,NA,NA,NA,34,34,34,34,34,33,33,33,33,16,1771300052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1771300071
,NA,NA,NA,NA,NA,12,12,12,35,35,35,35,33,33,1771400007
,NA,NA,35,35,35,35,35,35,35,35,35,35,35,35,1771400021
,NA,NA,35,35,35,35,35,35,35,35,35,35,35,35,1771400022
,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,14,14,14,1771600031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1771800002
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,33,1771800052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,12,1771841001
,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,33,31,1772300031
,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,31,31,1772341001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,31,1772421001
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1772422001
60 - 72 - 31 - 62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1772500021
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,1772741001
100 - 74 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1772841001
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,1772900061
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1773000032
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1773000041
,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,33,1773000042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1773000051
,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,33,33,1773000052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1780100041
,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,33,1780141006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,33,33,33,33,1780300006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,17803000014
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1780300051
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,1780300052
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1780300071
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1780400042
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1780400061
80 - 20 - 33 - 62,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1780600006
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,1780700004
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1780700007
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,33,33,17810000011
,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,35,32,33,1781200003
